ca,regime,famille,paquet,poids
549675.00,1,AR,B,158.23
2198700.00,1,TR,B,158.23
4543980.00,1,AR,B,158.23
684040.00,2,CO,B,158.23
989415.00,3,AR,B,388.92
85505.00,3,AR,B,158.39
928340.00,2,CO,B,158.39
1526875.00,3,AR,B,158.39
1231272.00,3,NA,B,158.39
3210102.00,3,AR,B,158.39
390880.00,1,AR,B,158.39
6141702.00,1,AR,A,266.15
3444630.00,3,CO,B,266.15
398514.38,3,AR,B,266.15
90146.70,3,AR,B,266.15
1392510.00,2,CO,B,141.97
2638440.00,1,AR,B,192.45
8794800.00,2,CO,A,141.97
439740.00,3,AR,B,141.97
175896.00,3,AR,B,141.97
2198700.00,1,TR,B,141.97
2198700.00,1,TR,B,141.97
73290.00,1,AR,B,141.97
4030950.00,2,CO,B,141.97
1853015.50,2,CO,B,161.73
635180.00,3,AR,B,161.73
1978830.00,3,AR,B,161.73
513030.00,3,AR,B,161.73
1038275.00,3,CO,B,161.73
732900.00,3,AR,B,161.73
1612380.00,3,CO,B,161.73
10382750.00,3,AR,A,161.73
735343.00,2,CO,B,161.73
219870.00,2,CO,B,161.73
2301306.00,2,CO,B,161.73
219870.00,2,CO,B,248.64
28399.88,2,CO,B,500.39
7329000.00,1,NA,A,248.64
7329000.00,3,NA,A,248.64
2748375.00,3,AR,B,248.64
10260600.00,3,AR,A,248.64
2638440.00,2,CO,B,248.64
164902.50,1,NA,B,248.64
190554.00,2,CO,B,248.64
1758960.00,2,CO,B,248.64
2528505.00,2,CO,B,248.64
461727.00,2,CO,B,248.64
571662.00,3,AR,B,248.64
2610956.25,3,AR,B,500.39
9833075.00,1,NA,A,500.39
604642.50,2,CO,B,171.34
1172640.00,1,TR,B,171.34
3664500.00,3,AR,B,196.19
2345280.00,1,TR,B,196.19
1954400.00,3,CO,B,171.34
384772.50,2,CO,B,171.34
3298050.00,3,AR,B,171.34
1172640.00,1,TR,B,171.34
1099350.00,1,TR,B,171.34
33896.62,3,AR,B,196.19
117264.00,1,NA,B,268.63
263844.00,2,CO,B,268.63
14291550.00,3,CO,A,268.63
6376230.00,1,TR,A,268.63
1319220.00,1,NA,B,268.63
4837140.00,3,AR,B,268.63
4573296.00,2,CO,B,268.63
2088765.00,2,CO,B,268.63
54967.50,3,AR,B,268.63
615636.00,3,AR,B,268.63
87948.00,3,AR,B,164.73
744046.19,3,AR,B,164.73
311482.50,3,AR,B,164.73
175896.00,2,CO,B,164.73
659610.00,1,NA,B,164.73
153909.00,3,AR,B,164.73
1319220.00,1,TR,B,164.73
549675.00,3,AR,B,164.73
1077363.00,2,CO,B,164.73
2484531.00,3,AR,B,164.73
1734530.00,3,CO,B,164.73
1846908.00,2,CO,B,518.59
1325327.50,1,NA,B,208.31
36645.00,1,AR,B,208.31
732900.00,3,AR,B,208.31
219870.00,3,NA,B,208.31
688926.00,2,CO,B,262.45
542346.00,1,AR,B,894.97
212541.00,3,NA,B,262.45
1612380.00,3,AR,B,262.45
224756.00,2,CO,B,258.21
1077363.00,2,CO,B,258.21
117264.00,3,NA,B,258.21
830620.00,2,CO,B,258.21
3884370.00,3,AR,B,258.21
3175900.00,3,CO,B,258.21
1545197.50,3,AR,B,258.21
1026060.00,3,AR,B,258.21
769545.00,3,NA,B,260.31
263844.00,3,NA,B,263.87
1333878.00,3,AR,B,263.87
5672646.00,2,CO,A,263.87
401262.75,3,AR,B,263.87
806190.00,1,NA,B,263.87
146580.00,3,NA,B,263.87
952770.00,3,AR,B,263.87
549675.00,3,AR,B,263.87
601955.20,3,AR,B,263.87
192386.25,3,NA,B,263.87
324919.00,3,NA,B,263.87
5863200.00,3,NA,A,297.08
5863200.00,3,NA,A,297.08
8794800.00,2,CO,A,297.08
8794800.00,2,CO,A,297.08
879480.00,3,NA,B,297.08
439740.00,3,NA,B,297.08
732900.00,1,AR,B,297.08
6107.50,3,NA,B,277.06
3444630.00,3,NA,B,277.06
952770.00,3,CO,B,277.06
1099350.00,3,CO,B,277.06
7329000.00,2,CO,A,277.06
513030.00,3,NA,B,277.06
1099350.00,1,TR,B,277.06
28583100.00,3,NA,O,277.06
87948.00,2,CO,B,861.58
1429155.00,3,NA,B,295.34
234528.00,2,CO,B,295.34
3664500.00,3,NA,B,295.34
1099350.00,1,AR,B,134.17
2154726.00,3,CO,B,134.17
29316.00,3,AR,B,134.17
1758960.00,1,TR,B,134.17
117264.00,3,AR,B,134.17
102606.00,1,NA,B,134.17
381108.00,3,CO,B,134.17
3517920.00,1,NA,B,134.17
244300.00,3,AR,B,181.15
1905540.00,3,AR,B,134.17
122150.00,3,AR,B,134.17
879480.00,3,AR,B,181.15
2821665.00,3,AR,B,181.15
5863200.00,1,NA,A,181.15
109935.00,2,CO,B,217.28
2198700.00,2,CO,B,217.28
183225.00,3,AR,B,217.28
879480.00,3,AR,B,217.28
1172640.00,3,CO,B,490.94
2198700.00,3,NA,B,490.94
117264.00,2,CO,B,240.40
2015475.00,1,AR,B,173.11
122150.00,3,AR,B,173.11
366450.00,3,AR,B,173.11
1465800.00,1,AR,B,173.11
879480.00,1,TR,B,173.11
3004890.00,3,CO,B,173.11
3536242.50,1,TR,B,240.40
3078180.00,3,NA,B,240.40
1319220.00,1,TR,B,240.40
1190962.50,1,NA,B,240.40
659610.00,2,CO,B,173.11
659610.00,3,AR,B,240.40
329805.00,2,CO,B,170.98
487378.50,2,CO,B,170.98
2198700.00,1,TR,B,170.98
513030.00,1,NA,B,170.98
48860.00,3,AR,B,213.14
3298050.00,2,CO,B,170.98
128257.50,3,NA,B,213.14
410424.00,3,NA,B,213.14
163757.34,2,CO,B,170.98
5130300.00,2,CO,A,170.98
977200.00,2,CO,B,170.98
342020.00,3,CO,B,213.14
5130300.00,1,NA,A,213.14
641287.50,1,NA,B,213.14
967428.00,2,CO,B,213.14
4514664.00,3,AR,B,94.69
4824925.00,3,AR,B,94.69
4397400.00,1,NA,B,94.69
1758960.00,2,CO,B,94.69
1539090.00,1,NA,B,94.69
7695450.00,2,CO,A,94.69
513030.00,3,CO,B,94.69
410424.00,2,CO,B,94.69
879480.00,3,AR,B,94.69
2931600.00,1,AR,B,94.69
1905540.00,3,CO,B,94.69
1392510.00,3,AR,B,94.69
1649025.00,3,NA,B,202.18
293160.00,2,CO,B,202.18
2565150.00,2,CO,B,202.18
513030.00,2,CO,B,94.69
337134.00,3,AR,B,94.69
1319220.00,2,CO,B,94.69
2198700.00,1,TR,B,94.69
2990232.00,3,AR,B,94.69
1333878.00,2,CO,B,94.69
1209285.00,3,AR,B,202.18
317590.00,3,AR,B,137.22
2931600.00,2,CO,B,137.22
3664500.00,3,AR,B,137.22
213762.50,1,TR,B,137.22
1496337.50,3,AR,B,137.22
12899040.00,3,NA,A,137.22
7329000.00,3,NA,A,137.22
1001874.30,2,CO,B,137.22
916125.00,3,NA,B,195.60
967428.00,3,AR,B,195.60
14780150.00,2,CO,A,195.60
146580.00,2,CO,B,195.60
1007737.50,3,AR,B,195.60
183225.00,1,NA,B,150.06
183225.00,3,AR,B,150.06
183225.00,2,AR,B,150.06
615636.00,2,CO,B,150.06
2858310.00,3,CO,B,150.06
1465800.00,3,AR,B,199.72
171010.00,2,CO,B,199.72
2198700.00,2,CO,B,199.72
656678.40,3,NA,B,199.72
183225.00,3,CO,B,300.52
2491860.00,2,CO,B,300.52
219870.00,1,NA,B,300.52
15268.75,3,NA,B,300.52
27483.75,3,NA,B,300.52
2198700.00,3,NA,B,300.52
14658000.00,3,CO,A,300.52
366450.00,3,NA,B,229.84
916125.00,3,NA,B,229.84
7329000.00,3,AR,A,229.84
1905540.00,2,CO,B,229.84
708470.00,2,CO,B,229.84
7402290.00,3,NA,A,492.60
1465800.00,1,NA,B,159.13
1526.88,3,CO,B,159.13
454398.00,2,CO,B,159.13
2125410.00,3,CO,B,159.13
940555.00,3,AR,B,159.13
146580.00,2,CO,B,159.13
916125.00,3,AR,B,159.13
183225.00,2,CO,B,159.13
1221500.00,3,NA,B,159.13
91612.50,3,CO,B,159.13
1026060.00,2,CO,B,159.13
513030.00,3,AR,B,399.78
97720.00,3,NA,B,191.41
2748375.00,3,AR,B,615.89
1905540.00,2,CO,B,191.41
114332.40,3,AR,B,191.41
879480.00,2,CO,B,191.41
51303.00,1,NA,B,191.41
293160.00,1,NA,B,191.41
219870.00,3,CO,B,191.41
732900.00,3,AR,B,191.41
2550492.00,3,AR,B,317.33
103827.50,1,NA,B,317.33
952770.00,3,NA,B,317.33
952770.00,1,NA,B,317.33
2565150.00,3,NA,B,317.33
10495128.00,2,CO,A,323.13
1172640.00,2,CO,B,323.13
2198700.00,3,AR,B,323.13
732900.00,3,AR,B,323.13
219870.00,3,NA,B,323.13
219870.00,3,AR,B,323.13
109935.00,1,TR,B,244.33
122150.00,3,NA,B,244.33
439740.00,2,CO,B,244.33
793975.00,3,NA,B,244.33
73290.00,2,CO,B,244.33
234528.00,3,AR,B,244.33
4397400.00,2,CO,B,244.33
4763850.00,3,NA,B,244.33
718242.00,3,NA,B,244.33
2052120.00,2,CO,B,244.33
13436500.00,3,NA,A,540.29
549675.00,3,NA,B,270.96
549675.00,3,NA,B,270.96
219870.00,3,NA,B,270.96
513030.00,3,NA,B,270.96
806190.00,3,NA,B,270.96
439740.00,3,NA,B,365.62
850164.00,2,CO,B,365.62
1392510.00,2,CO,B,365.62
13192200.00,3,NA,A,365.62
153909.00,2,CO,B,406.53
1282575.00,3,CO,B,406.53
9908808.00,2,CO,A,406.53
293160.00,1,AR,B,406.53
763437.50,3,CO,B,406.53
5130300.00,3,AR,A,262.85
1135995.00,3,CO,B,262.85
366450.00,1,AR,B,600.04
7167762.00,1,NA,A,94.93
2088765.00,3,AR,B,94.93
952770.00,2,CO,B,94.93
2198700.00,3,AR,B,94.93
1649025.00,2,CO,B,94.93
3957660.00,3,AR,B,94.93
581189.70,1,NA,B,94.93
989415.00,3,AR,B,94.93
76954.50,2,CO,B,94.93
5057010.00,3,AR,A,215.27
5863200.00,3,NA,A,77.41
61075.00,3,AR,B,77.41
274837.50,1,TR,B,77.41
274837.50,3,CO,B,77.41
54967.50,3,AR,B,235.30
732900.00,3,AR,B,77.41
1099350.00,2,CO,B,77.41
1099350.00,1,TR,B,77.41
1051711.50,2,CO,B,77.41
1099350.00,3,CO,B,77.41
7035840.00,2,CO,A,196.52
1343650.00,3,AR,B,130.41
26912088.00,2,CO,O,130.41
1465800.00,3,AR,B,130.41
152687.50,3,AR,B,196.52
476385.00,3,NA,B,133.09
696255.00,2,CO,B,133.09
513030.00,2,CO,B,133.09
1612380.00,3,AR,B,133.09
1612380.00,2,CO,B,133.09
189332.50,3,AR,B,448.71
2748375.00,3,AR,B,136.33
2052120.00,3,CO,B,136.33
1099350.00,3,NA,B,219.47
977200.00,1,NA,B,219.47
989415.00,3,AR,B,219.47
952770.00,1,TR,B,120.39
24430.00,3,AR,B,120.39
109935.00,3,AR,B,120.39
718852.75,2,CO,B,120.39
3004890.00,1,TR,B,120.39
73290.00,3,AR,B,120.39
14658000.00,3,AR,A,120.39
195440.00,3,NA,B,120.39
549675.00,3,AR,B,109.12
4397400.00,3,AR,B,109.12
879480.00,2,CO,B,109.12
781760.00,3,CO,B,109.12
607085.50,3,AR,B,109.12
806190.00,3,CO,B,199.75
4543980.00,3,AR,B,137.29
1612380.00,2,CO,B,137.29
2345280.00,3,AR,B,137.29
278502.00,3,CO,B,137.29
1392510.00,3,AR,B,137.29
3078180.00,3,AR,B,137.29
6596100.00,2,CO,A,137.29
2198700.00,1,TR,B,137.29
219870.00,2,AR,B,140.44
1319220.00,3,NA,B,140.44
1026060.00,2,CO,B,140.44
244300.00,2,AR,B,140.44
73290.00,1,AR,B,140.44
879480.00,1,TR,B,140.44
244300.00,2,CO,B,140.44
366450.00,2,CO,B,140.44
508144.00,2,CO,B,452.66
82451.25,3,NA,B,181.28
82451.25,3,AR,B,181.28
3811080.00,1,AR,B,181.28
703584.00,3,AR,B,181.28
7329000.00,3,AR,A,181.28
1099350.00,3,CO,B,601.24
256515.00,3,AR,B,181.28
366450.00,3,AR,B,181.28
2711730.00,2,CO,B,318.22
329805.00,3,NA,B,318.22
879480.00,1,TR,B,318.22
329805.00,2,CO,B,318.22
43974000.00,2,CO,Pl,318.22
30537.50,2,CO,B,318.22
527688.00,2,CO,B,318.22
762216.00,2,CO,B,318.22
659610.00,2,CO,B,243.81
8794800.00,1,AR,A,243.81
348127.50,3,AR,B,243.81
14108325.00,3,CO,A,216.54
762216.00,2,CO,B,216.54
210708.75,3,CO,B,216.54
54967.50,3,AR,B,216.54
366450.00,2,CO,B,242.24
703584.00,1,NA,B,242.24
677932.50,1,AR,B,242.24
879480.00,3,NA,B,423.11
586320.00,1,AR,B,423.11
72679.25,3,AR,B,242.24
117264.00,1,AR,B,242.24
458062.50,3,NA,B,171.13
7329000.00,3,NA,A,171.13
879480.00,3,NA,B,171.13
1099350.00,3,AR,B,171.13
1099350.00,2,CO,B,171.13
213762.50,1,TR,B,171.13
1383715.20,3,AR,B,222.92
1099350.00,1,TR,B,222.92
117264.00,3,AR,B,222.92
175896.00,3,AR,B,222.92
416531.50,3,CO,B,222.92
2931600.00,2,CO,B,222.92
4030950.00,2,CO,B,308.08
2404828.12,3,CO,B,685.47
3224760.00,2,CO,B,685.47
498372.00,2,CO,B,685.47
2785020.00,3,CO,B,308.08
7021182.00,2,CO,A,308.08
732900.00,3,NA,B,308.08
1172640.00,2,CO,B,308.08
100773.75,3,AR,B,308.08
1832250.00,2,CO,B,685.47
59364.90,3,NA,B,250.57
732900.00,1,TR,B,250.57
146580.00,2,CO,B,250.57
366450.00,2,CO,B,250.57
3004890.00,2,CO,B,250.57
1780947.00,3,AR,B,250.57
549675.00,3,NA,B,250.57
549675.00,1,TR,B,250.57
1026060.00,3,NA,B,250.57
8794800.00,3,AR,A,389.53
13192200.00,2,CO,A,128.07
219870.00,3,AR,B,128.07
762216.00,3,NA,B,128.07
214006.80,3,NA,B,128.07
604642.50,3,NA,B,128.07
73290.00,3,CO,B,78.00
2052120.00,3,AR,B,78.00
68404.00,2,CO,B,78.00
1099350.00,3,CO,B,78.00
5628672.00,2,CO,A,78.00
793486.40,2,CO,B,78.00
1832250.00,1,TR,B,78.00
8794800.00,3,NA,A,78.00
1758960.00,3,AR,B,78.00
3517920.00,3,AR,B,82.70
1172640.00,2,CO,B,82.70
7329000.00,3,AR,A,82.70
183225.00,1,NA,B,82.70
4690560.00,3,CO,B,82.70
1612380.00,2,CO,B,234.30
293160.00,3,AR,B,104.51
494707.50,3,AR,B,104.51
595114.80,3,AR,B,104.51
410424.00,2,CO,B,104.51
1099350.00,2,CO,B,104.51
2931600.00,3,CO,B,104.51
73290.00,1,TR,B,104.51
879480.00,2,CO,B,104.51
469056.00,3,NA,B,104.51
171010.00,3,AR,B,104.51
879480.00,3,AR,B,104.51
513030.00,3,AR,B,104.51
659610.00,3,AR,B,104.51
916125.00,3,AR,B,104.51
13192200.00,3,AR,A,104.51
732900.00,3,CO,B,104.51
342020.00,1,NA,B,104.51
219870.00,3,NA,B,104.51
366450.00,1,TR,B,104.51
195440.00,3,AR,B,104.51
1026060.00,3,AR,B,122.75
1319220.00,1,NA,B,122.75
2206029.00,3,AR,B,122.75
1465800.00,3,NA,B,122.75
7622160.00,3,AR,A,122.75
1746745.00,2,CO,B,122.75
146580.00,1,AR,B,122.75
109935.00,3,CO,B,148.67
337134.00,2,CO,B,148.67
58632.00,3,AR,B,148.67
300489.00,3,AR,B,148.67
190554.00,3,CO,B,148.67
586320.00,3,AR,B,148.67
31148.25,1,AR,B,148.67
10993500.00,3,AR,A,148.67
537460.00,3,NA,B,148.67
659610.00,3,AR,B,148.67
2198700.00,3,AR,B,148.67
183225.00,3,AR,B,148.67
183225.00,3,AR,B,148.67
2687300.00,3,AR,B,148.67
2638440.00,3,CO,B,148.67
3664500.00,3,AR,B,134.75
1649025.00,3,NA,B,134.75
13192200.00,3,AR,A,134.75
79153.20,3,AR,B,134.75
87948.00,3,AR,B,134.75
2198700.00,3,NA,B,134.75
527688.00,3,CO,B,134.75
1356597.90,3,AR,B,134.75
747558.00,3,AR,B,134.75
6596100.00,3,AR,A,134.75
9087960.00,1,TR,A,134.75
11451.56,3,NA,B,583.55
13192200.00,2,CO,A,195.40
732900.00,1,NA,B,195.40
1099350.00,1,NA,B,195.40
146580.00,2,CO,B,195.40
1568406.00,3,AR,B,195.40
703584.00,3,AR,B,195.40
381108.00,3,AR,B,195.40
342020.00,1,TR,B,195.40
1978830.00,3,CO,B,195.40
806190.00,3,AR,B,195.40
762216.00,3,AR,B,195.40
9234540.00,3,NA,A,195.40
593649.00,2,CO,B,195.40
1465800.00,3,CO,B,195.40
659610.00,3,AR,B,195.40
793975.00,3,AR,B,195.40
73290.00,3,CO,B,195.40
8794800.00,3,NA,A,195.40
855050.00,1,TR,B,195.40
1392510.00,2,CO,B,195.40
1399839.00,2,CO,B,237.35
952770.00,2,CO,B,237.35
247353.75,3,AR,B,237.35
586320.00,3,CO,B,237.35
395766.00,1,AR,B,237.35
395766.00,3,AR,B,237.35
183225.00,3,AR,B,237.35
923454.00,3,AR,B,237.35
158795.00,2,CO,B,237.35
1247151.50,3,AR,B,237.35
2198700.00,1,NA,B,237.35
1099350.00,3,AR,B,237.35
329805.00,3,AR,B,237.35
857493.00,2,CO,B,237.35
977200.00,3,AR,B,446.19
73290.00,3,AR,B,446.19
13192200.00,3,AR,A,446.19
549675.00,2,CO,B,446.19
1374187.50,2,AR,B,446.19
11872980.00,2,CO,A,446.19
1374187.50,2,AR,B,446.19
2931600.00,1,AR,B,446.19
351792.00,3,AR,B,446.19
527688.00,3,AR,B,446.19
36645.00,3,AR,B,446.19
87948.00,2,CO,B,446.19
1399839.00,2,CO,B,446.19
73290.00,3,AR,B,446.19
659610.00,2,AR,B,446.19
372129.98,2,CO,B,446.19
1649025.00,3,NA,B,178.35
1465800.00,2,CO,B,178.35
762216.00,2,CO,B,178.35
1011402.00,3,AR,B,178.35
10993500.00,3,CO,A,178.35
439740.00,3,AR,B,450.31
806190.00,1,TR,B,178.35
806190.00,2,CO,B,178.35
549675.00,3,NA,B,178.35
3298050.00,1,NA,B,178.35
791532.00,3,CO,B,178.35
293160.00,3,CO,B,178.35
1099350.00,2,CO,B,178.35
513030.00,3,AR,B,450.31
1612380.00,3,AR,B,450.31
190554.00,3,NA,B,201.98
219870.00,2,CO,B,201.98
666939.00,2,CO,B,201.98
1832250.00,2,CO,B,201.98
586320.00,3,CO,B,201.98
879480.00,2,CO,B,201.98
61075.00,3,AR,B,201.98
1685670.00,2,CO,B,204.40
2198700.00,2,CO,B,204.40
293160.00,1,NA,B,204.40
1465800.00,1,NA,B,218.35
549675.00,2,CO,B,218.35
2638440.00,2,CO,B,218.35
1758960.00,3,CO,B,218.35
1172640.00,1,AR,B,218.35
732900.00,1,NA,B,218.35
1172640.00,1,NA,B,218.35
1099350.00,1,NA,B,218.35
102606.00,1,AR,B,218.35
641287.50,1,AR,B,218.35
1099350.00,1,NA,B,694.78
2931600.00,1,AR,B,694.78
1649025.00,2,CO,B,95.67
470277.50,3,AR,B,95.67
153909.00,3,CO,B,95.67
109935.00,3,AR,B,95.67
4397400.00,3,AR,B,95.67
549675.00,2,CO,B,95.67
10260600.00,2,CO,A,95.67
30537.50,3,AR,B,95.67
164902.50,2,CO,B,95.67
3664500.00,1,AR,B,96.05
659610.00,3,AR,B,96.05
1539090.00,3,AR,B,96.05
307818.00,3,AR,B,96.05
2638440.00,1,TR,B,96.05
14658000.00,1,NA,A,96.05
732900.00,1,AR,B,96.05
268730.00,3,AR,B,96.05
4617270.00,3,AR,B,96.05
2081436.00,3,AR,B,227.92
732900.00,1,AR,B,227.92
2638440.00,3,AR,B,79.59
1172640.00,3,AR,B,79.59
2198700.00,3,NA,B,79.59
1099350.00,2,CO,B,79.59
4397400.00,2,CO,B,79.59
5276880.00,1,TR,A,79.59
1465800.00,3,AR,B,79.59
2687300.00,3,CO,B,79.59
15390900.00,3,AR,O,60.25
366450.00,1,AR,B,60.25
1465800.00,3,CO,B,60.25
26384400.00,3,CO,O,60.25
1099350.00,3,AR,B,60.25
1758960.00,1,AR,B,98.58
1319220.00,3,AR,B,98.58
513030.00,3,AR,B,98.58
4192188.00,1,NA,B,98.58
109935.00,3,AR,B,84.82
3254076.00,3,AR,B,234.70
183225.00,3,AR,B,234.70
3078180.00,3,AR,B,234.70
513030.00,3,AR,B,84.82
1231272.00,1,TR,B,84.82
732900.00,3,CO,B,84.82
1539090.00,2,CO,B,84.82
1465800.00,1,TR,B,84.82
1221500.00,3,CO,B,84.82
146580.00,2,CO,B,234.70
7329000.00,3,AR,A,72.58
1172640.00,3,AR,B,72.58
659610.00,3,AR,B,72.58
1319220.00,3,AR,B,72.58
2858310.00,2,CO,B,72.58
4030950.00,2,CO,B,72.58
146580.00,1,NA,B,72.58
2931600.00,3,CO,B,72.58
1758960.00,3,NA,B,72.58
2198700.00,2,CO,B,72.58
2198700.00,2,CO,B,72.58
2271990.00,3,AR,B,72.58
1099350.00,3,AR,B,72.58
1524432.00,3,CO,B,72.58
8794800.00,3,CO,A,72.58
659610.00,3,AR,B,72.58
73290.00,2,CO,B,72.58
3664500.00,3,AR,B,72.58
1465800.00,3,AR,B,72.58
2198700.00,3,AR,B,72.58
1099350.00,3,CO,B,72.58
366450.00,1,AR,B,72.58
3224760.00,3,AR,B,72.58
762216.00,2,CO,B,72.58
1465800.00,3,NA,B,72.58
3206437.50,3,NA,B,76.97
2015475.00,1,NA,B,76.97
2271990.00,3,CO,B,76.97
1649025.00,3,AR,B,76.97
21987000.00,2,CO,O,76.97
1465800.00,2,CO,B,76.97
1074920.00,1,NA,B,76.97
732900.00,3,AR,B,76.97
1465800.00,1,AR,B,76.97
10993.50,1,AR,B,76.97
6718250.00,2,CO,A,76.97
8794800.00,3,AR,A,217.34
13192200.00,2,CO,A,98.38
7329.00,3,AR,B,98.38
102606.00,2,CO,B,98.38
5570040.00,3,AR,A,98.38
3664500.00,3,CO,B,98.38
439740.00,2,CO,B,98.38
2931600.00,3,NA,B,98.38
36645.00,3,AR,B,98.38
3078180.00,3,AR,B,98.38
146580.00,2,CO,B,98.38
5130300.00,3,CO,A,98.38
337134.00,1,NA,B,98.38
1319220.00,3,AR,B,99.40
109935.00,1,NA,B,99.40
10993500.00,1,NA,A,99.40
166368.30,3,AR,B,99.40
3664500.00,3,AR,B,99.40
395766.00,2,CO,B,99.40
39698.75,3,CO,B,99.40
542346.00,3,AR,B,99.40
732900.00,1,NA,B,99.40
703584.00,1,TR,B,99.40
1319220.00,3,AR,B,99.40
549675.00,3,AR,B,104.28
175896.00,3,CO,B,104.28
740229.00,2,CO,B,104.28
7329.00,3,AR,B,104.28
219870.00,2,CO,B,104.28
732900.00,2,CO,B,104.28
219870.00,2,CO,B,104.28
1539090.00,3,AR,B,104.28
1099350.00,1,TR,B,218.53
146580.00,3,NA,B,218.53
1099350.00,2,CO,B,218.53
12459300.00,2,CO,A,218.53
2198700.00,1,NA,B,218.53
1905540.00,2,CO,B,218.53
513030.00,1,NA,B,324.71
439740.00,1,NA,B,324.71
1539090.00,3,NA,B,324.71
73290.00,2,CO,B,324.71
87948.00,2,CO,B,324.71
21987.00,3,NA,B,324.71
87948.00,2,CO,B,324.71
622965.00,2,CO,B,324.71
923454.00,3,AR,B,324.71
1802934.00,3,AR,B,324.71
2711730.00,3,CO,B,324.71
513030.00,3,CO,B,324.71
234528.00,3,CO,B,324.71
879480.00,3,AR,B,251.34
7329000.00,3,NA,A,251.34
10260600.00,3,CO,A,251.34
1758960.00,3,NA,B,187.68
4299680.00,3,NA,B,187.68
4983720.00,2,CO,B,187.68
3517920.00,3,NA,B,187.68
1665148.80,3,AR,B,187.68
3175900.00,3,NA,B,187.68
469056.00,3,NA,B,187.68
2736160.00,3,NA,B,187.68
366450.00,3,NA,B,296.69
366450.00,3,CO,B,296.69
1319220.00,3,NA,B,255.66
2198700.00,3,NA,B,255.66
2198700.00,2,CO,B,255.66
549675.00,3,AR,B,255.66
1539090.00,1,NA,B,255.66
781760.00,3,NA,B,255.66
439740.00,3,NA,B,255.66
1465800.00,2,CO,B,255.66
586320.00,3,NA,B,255.66
1978830.00,1,TR,B,255.66
371336.00,2,CO,B,255.66
8794800.00,3,CO,A,122.08
2198700.00,2,CO,B,122.08
2198700.00,2,CO,B,122.08
439740.00,3,AR,B,122.08
1758960.00,1,TR,B,122.08
1832250.00,3,AR,B,122.08
549675.00,2,CO,B,122.08
732900.00,2,CO,B,122.08
146580.00,2,CO,B,122.08
2198700.00,1,NA,B,122.08
1905540.00,1,TR,B,284.34
68404.00,2,CO,B,284.34
366450.00,2,CO,B,284.34
439740.00,2,CO,B,284.34
1429155.00,3,AR,B,284.34
61075.00,3,AR,B,284.34
183225.00,2,CO,B,284.34
974757.00,1,NA,B,284.34
366450.00,2,CO,B,284.34
513030.00,3,CO,B,284.34
4210510.50,3,CO,B,978.65
2418570.00,1,NA,B,283.20
2374596.00,3,AR,B,283.20
732900.00,1,NA,B,283.20
2286648.00,1,NA,B,283.20
6214992.00,3,NA,A,283.20
806190.00,3,NA,B,283.20
5276880.00,3,AR,A,283.20
1758960.00,3,AR,B,283.20
1099350.00,1,NA,B,283.20
5130300.00,2,CO,A,283.20
2198700.00,3,NA,B,283.20
5863200.00,3,AR,A,283.20
1758960.00,3,AR,B,283.20
3664500.00,1,NA,B,670.17
5130300.00,3,CO,A,670.17
366450.00,3,AR,B,670.17
290717.00,3,CO,B,670.17
6596100.00,1,TR,A,670.17
3359125.00,2,CO,B,263.40
4543980.00,3,AR,B,263.40
3407985.00,3,AR,B,263.40
1099350.00,1,TR,B,263.40
1319220.00,1,AR,B,263.40
1436484.00,3,AR,B,263.40
1465800.00,3,AR,B,263.40
762216.00,1,NA,B,263.40
1465800.00,3,AR,B,263.40
439740.00,2,CO,B,263.40
8611575.00,2,CO,A,242.57
1099350.00,3,NA,B,242.57
1319220.00,2,CO,B,242.57
2198700.00,3,NA,B,242.57
2418570.00,3,AR,B,242.57
439740.00,1,TR,B,70.70
1099350.00,1,NA,B,70.70
175896.00,2,CO,B,70.70
2638440.00,3,CO,B,70.70
2565150.00,3,CO,B,175.23
1612380.00,3,CO,B,175.23
586320.00,3,CO,B,70.70
3078180.00,3,AR,B,70.70
428013.60,2,CO,B,70.70
1734530.00,1,NA,B,70.70
488600.00,1,TR,B,70.70
586320.00,2,CO,B,70.70
1172640.00,1,TR,B,70.70
3664500.00,3,CO,B,70.70
3664500.00,3,NA,B,70.70
1758960.00,3,CO,B,70.70
1099350.00,1,NA,B,70.70
1319220.00,1,AR,B,175.23
1876224.00,2,CO,B,175.23
439740.00,3,CO,B,63.24
2748375.00,1,TR,B,63.24
2198700.00,3,NA,B,63.24
879480.00,1,NA,B,63.24
3664500.00,1,NA,B,63.24
8061900.00,3,AR,A,63.24
2491860.00,3,CO,B,63.24
6596100.00,3,AR,A,63.24
36645000.00,3,CO,Pl,227.85
2198700.00,1,TR,B,94.55
1758960.00,3,AR,B,94.55
1583064.00,2,CO,B,94.55
952770.00,1,NA,B,94.55
439740.00,3,NA,B,94.55
3129483.00,3,CO,B,94.55
630294.00,2,CO,B,94.55
1465800.00,1,AR,B,94.55
1465800.00,3,CO,B,94.55
1319220.00,1,TR,B,94.55
3224760.00,3,CO,B,94.55
2491860.00,3,NA,B,94.55
2491860.00,2,CO,B,94.55
5863200.00,3,CO,A,94.55
336675.94,2,CO,B,78.98
329805.00,2,CO,B,78.98
5130300.00,3,NA,A,78.98
1282575.00,1,NA,B,78.98
7329000.00,3,AR,A,322.54
879480.00,3,NA,B,281.81
1758960.00,3,NA,B,281.81
